DEPTH,GR,SGR
512.826,88.7353,0.348256296307097
512.9784,85.8511,0.33296699934854834
513.1308,83.0205,0.31796183882886586
513.2832,83.4016,0.3199820701134172
513.4356,86.2411,0.3350344100044786
513.588,88.8295,0.3487556554962986
513.7404,89.041,0.3498768281981685
513.8928,86.9745,0.33892220224822023
514.0452,84.7421,0.3270881316115569
514.1976,83.5866,0.32096276491174314
514.35,84.2184,0.3243119701743501
514.5024,85.5415,0.33132579335091755
514.6548,86.8242,0.33812545398774246
514.8072,87.6667,0.3425915911098482
514.9596,86.7474,0.3377183331201131
515.112,85.8627,0.33302849156292985
515.2644,85.7261,0.3323043677280579
515.4168,85.8353,0.3328832427117183
515.5692,87.2436,0.34034871560081204
515.7216,89.2306,0.3508819078401284
515.874,91.5506,0.3631803507164314
516.0264,93.3443,0.3726888494178214
516.1788,91.9461,0.36527691716366323
516.3312,87.6056,0.3422676967737524
516.4836,83.4476,0.3202259185497577
516.636,82.546,0.31544648919748414
516.7884,85.0268,0.328597341390386
516.9408,87.7673,0.3431248770380189
517.0932,87.4518,0.341452394827901
517.2456,84.7006,0.32686813791355407
517.398,82.2227,0.3137326587742476
517.5504,81.6158,0.31051544973044226
517.7028,84.2741,0.32460723882444065
517.8552,88.8191,0.34870052454547384
518.0076,92.8682,0.3701650181016973
518.16,94.737,0.38007162588067783
518.3124,93.9109,0.3756924260271805
518.4648,91.575,0.36330969640875116
518.6172,89.1653,0.35053574908158425
518.7696,87.0631,0.33939187554082384
518.922,85.4904,0.331054909544461
519.0744,85.3282,0.33019507875371257
519.2268,85.3494,0.3303074610765478
519.3792,85.6134,0.33170693905902365
519.5316,85.3948,0.33054812888110996
519.684,83.942,0.32284675913512156
519.8364,82.9006,0.3173262425784914
519.9888,82.2133,0.3136828288763867
520.1412,82.7596,0.3165787941105782
520.2936,84.3461,0.3249889146378432
520.446,84.8604,0.3277152461771891
520.5984,84.5991,0.3263300810377159
520.7508,84.2018,0.32422397269514897
520.9032,84.6616,0.3266613968479611
521.0556,87.2595,0.34043300234293844
521.208,88.7908,0.3485505047465948
